@relation dmTraining

@attribute deviceType {1,2,3,4,5,6}
@attribute textProbability numeric
@attribute tweetsPerDay numeric
@attribute favoritesPerDay numeric
@attribute tweetRatio numeric
@attribute chiSquaredMin numeric
@attribute chiSquaredSec numeric
@attribute entropyHours numeric
@attribute entropyMin numeric
@attribute entropySec numeric
@attribute accountRep numeric
@attribute urlRatio numeric
@attribute hashtagRatio numeric
@attribute mentionRatio numeric
@attribute retweetRatio numeric
@attribute replyRatio numeric
@attribute mobileDevice numeric
@attribute webDevice numeric
@attribute appDevice numeric
@attribute miscDevice numeric
@attribute botDevice numeric
@attribute otherDevice numeric
@attribute class_attr {0,1}

@data
3,1,216.65589,0,0.0625,0,0,0,0.134934,0.282507,1,0,0,0,0,0,0,0,1,0,0,0,1
4,0.12,496.734244,0,0.0625,0,0,0,0.2639,0.567023,0.509766,1,0.245,0,0,0,0,0.11,0,0.89,0,0,1
2,0.02,2.54925,3.651804,0.0625,0.000002,0.993374,0.347506,0.704585,0.952008,0.706986,0.062147,0.683616,0.830508,0.115,0.6,0.375,0.595,0,0.03,0,0,0
2,0,4.94599,1.794599,0.0625,0.646387,0.182866,0.42446,0.929613,0.964114,0.4782,0.232044,0.044199,1.464088,0.095,0.65,0.145,0.7,0,0.07,0.085,0,0
3,0,1.123373,0.043011,0.0625,0.075584,0.574213,0.539541,0.958002,0.965027,0.632743,0.677083,0.682292,0.182292,0.04,0.135,0.27,0.185,0.455,0,0,0.09,0
1,0,8.409786,2.738751,0.0625,0.253523,0.717134,0.136569,0.740814,0.962168,0.440076,0.044444,0.127778,0.644444,0.1,0.455,0.935,0,0,0.065,0,0,0
1,0.03,35.208451,0.057394,0.0625,0.064461,0.909108,0.153206,0.768405,0.965922,0.397248,0.123529,0.070588,1.305882,0.15,0.775,0.38,0.61,0.01,0,0,0,0
1,0.01,2.137209,1.522093,0.0625,0.209068,0.728599,0.392249,0.894636,0.951461,0.474463,0.677419,0.798387,1.5,0.38,0.155,0.68,0.32,0,0,0,0,0
1,0.01,19.945979,35.850829,0.0625,0.468498,0.682104,0.084183,0.844972,0.963727,0.921751,0.226027,0.013699,0.938356,0.27,0.51,0.37,0.63,0,0,0,0,0
1,0,1.295939,1.558256,0.0625,0.934712,0.693873,0.412145,0.911296,0.951844,0.57362,0.120968,0.040323,1.451613,0.38,0.61,0.95,0.05,0,0,0,0,0
1,0,14.030196,1.664953,0.0625,0.007754,0.773066,0.080306,0.536395,0.971054,0.512782,0.145833,0.1875,1.666667,0.52,0.42,0.985,0,0.015,0,0,0,0
2,0.01,21.425275,2.090167,0.0625,0.052605,0.586234,0.342052,0.917437,0.961281,0.476264,0.360759,0.196203,0.316456,0.21,0.19,0,0.925,0,0,0,0.075,0
2,0.02,293.789809,132.613163,0.0625,0.095395,0.238006,0.18303,0.75164,0.949554,0.48017,1.119318,0.022727,0.255682,0.12,0,0.015,0.76,0,0,0.105,0.12,0
1,0,56.547765,0.503506,0.0625,0.980321,0.075584,0.035671,0.684252,0.964674,0.503042,0.447917,0.046875,0.71875,0.04,0.5,0.18,0.82,0,0,0,0,0
3,0.05,0.100351,0.034362,0.0625,0.751137,0.381581,0.710097,0.953162,0.966246,0.347826,0.75,0.472222,0.25,0.82,0.045,0.8,0.125,0.01,0.065,0,0,0
1,0.02,52.847415,66.392812,0.0625,0.075584,0.189165,0.074687,0.683047,0.944136,0.762512,0.333333,0.074074,0.185185,0.595,0.11,0.88,0,0.12,0,0,0,0
1,0.07,2.158314,2.081435,0.0625,0.824592,0.209068,0.296675,0.898371,0.968867,0.639331,0.636364,0.727273,0.193939,0.175,0.185,0.67,0.23,0.005,0.095,0,0,0
1,0,33.47651,14.604027,0.0625,0.468498,0.050481,0.197495,0.733574,0.965069,0.46092,0.020833,0,0.84375,0.04,0.675,1,0,0,0,0,0,0
3,0.03,14.659772,0.194722,0.062187,0.703702,0.09355,0.105252,0.6621,0.959074,0.424242,0.084656,0.719577,0.306878,0.050251,0.231156,0.356784,0,0,0.643216,0,0,0
3,0.01,0.222081,0.338832,0.056875,0.010486,0.722693,0.555839,0.89946,0.949841,0.501865,0.543956,0.225275,0.263736,0,0.159341,0.335165,0.181319,0.445055,0,0,0.038462,0
1,0.03,0.236983,0.242323,0.0625,0.000009,0.43492,0.398757,0.739286,0.941753,0.2,0.515789,0.705263,0.336842,0.525,0.145,0.99,0.01,0,0,0,0,0
5,0.94,279.843305,0.001709,0.0625,0.693873,0.852797,0,0.480274,0.961561,0.999952,1,0.005,0.99,0,1,0,0,0,0,1,0,1
1,0.02,2.431912,2.41403,0.0625,0.313374,0.371353,0.296504,0.832638,0.965689,0.215026,0.848485,0.69697,0.767677,0.505,0.11,0.73,0.24,0.03,0,0,0,0
3,1,12.583113,0.010114,0.0625,0,0,0.134087,0.153709,0.456306,0.409836,0.005,0,0,0,0,0,0,1,0,0,0,1
2,0.04,4.271213,3.637737,0.0625,0.804605,0.646387,0.20274,0.754476,0.964827,0.394366,0.247863,0.068376,1.538462,0.415,0.575,0.35,0.65,0,0,0,0,0
1,0,53.27673,66.920755,0.0625,0.075584,0.189165,0.074687,0.683047,0.944136,0.762512,0.333333,0.074074,0.185185,0.595,0.11,0.88,0,0.12,0,0,0,0
2,0.03,0.431303,0.120751,0.0625,0.000392,0.994494,0.605354,0.9588,0.962895,0.42664,1.610169,2.881356,0.384181,0.115,0.015,0.16,0.82,0.02,0,0,0,0
3,1,73.869301,0.00304,0.060032,0.305297,0.475304,0.384098,0.839674,0.943585,0.503899,0.421451,0.610212,0.705515,0.28134,0.255893,0.62107,0.199681,0.132426,0.027431,0.011699,0.007693,1
1,0.01,1.033824,5.035294,0.060032,0.305297,0.475304,0.384098,0.839674,0.943585,0.503899,0.421451,0.610212,0.705515,0.28134,0.255893,0.62107,0.199681,0.132426,0.027431,0.011699,0.007693,0
3,1,217.877942,0,0.0625,0,0,0,0.134934,0.282507,1,0,0,0,0,0,0,0,1,0,0,0,1
1,0.02,7.823506,0.214343,0.062187,0.06562,0.749588,0.250585,0.874426,0.94824,0.667361,0.64,0.832,0.592,0.371859,0.110553,0.758794,0.241206,0,0,0,0,0
1,0.04,4.622667,0.285778,0.0625,0,0.728599,0.056262,0.442612,0.788758,0.854966,0.550802,0.513369,1.791444,0.065,0.43,1,0,0,0,0,0,0
1,0.01,71.690063,36.853312,0.0625,0.751137,0.717134,0,0.438369,0.965154,0.880342,0.088435,0,0.44898,0.265,0.345,0.14,0.86,0,0,0,0,0
3,0.03,3.040307,3.640435,0.0625,0.491436,0.783772,0.674286,0.969059,0.953724,0.152727,0.769634,3.659686,0.120419,0.045,0.05,0.275,0,0.725,0,0,0,0
1,0,18.251784,1.159531,0.0625,0.007394,0.036077,0.135291,0.745781,0.949756,0.451058,0.117647,0,0.682353,0.575,0.045,1,0,0,0,0,0,0
1,0,5.585956,3.216303,0.0625,0.040974,0.963908,0.267448,0.857977,0.940903,0.971413,0.169014,0.133803,0.676056,0.29,0.38,0.575,0.35,0.015,0.06,0,0,0
1,0,23.669705,6.055049,0.0625,0.091813,0.17076,0.111528,0.690859,0.960387,0.609679,0.02809,0.061798,1.353933,0.11,0.735,1,0,0,0,0,0,0
2,0.02,29.877551,106.583673,0.062187,0.000002,0.547594,0.145602,0.758272,0.961723,0.863116,0.240876,0.20438,1.540146,0.311558,0.396985,0.341709,0.658291,0,0,0,0,0
5,1,138.090976,0.002219,0.060032,0.305297,0.475304,0.384098,0.839674,0.943585,0.503899,0.421451,0.610212,0.705515,0.28134,0.255893,0.62107,0.199681,0.132426,0.027431,0.011699,0.007693,1
1,0.01,1.167227,1.439692,0.0625,0.119487,0.574213,0.286224,0.871213,0.965477,0.674157,0.268817,0.010753,1.048387,0.07,0.685,0.73,0.27,0,0,0,0,0
2,0.04,0.099965,0.095019,0.0625,0.000284,0.075584,0.314075,0.771818,0.965895,1,0.33,0,0.01,0,0.005,0.01,0.99,0,0,0,0,0
1,0,5.806034,2.304418,0.062187,0.000204,0.987228,0.413116,0.740707,0.941172,0.287444,0.009615,0.346154,1.019231,0.477387,0.502513,0.919598,0.080402,0,0,0,0,0
5,1,57.791045,7.783582,0.0625,0,0.000009,0.23042,0.620775,0.85972,0.996581,1,0.1,0.3,0,0,0,0,0,0,0.9,0.1,1
5,0.97,277.386156,0.001716,0.0625,0.693873,0.852797,0,0.480274,0.961561,0.999952,1,0.005,0.99,0,1,0,0,0,0,1,0,1
2,0.01,11.746936,7.623648,0.0625,0.586234,0.670258,0.205029,0.801929,0.958205,0.548199,0.103627,0.005181,0.554404,0.035,0.56,0.25,0.75,0,0,0,0,0
1,0.01,31.382979,169.539007,0.0625,0.94034,0.182866,0.224644,0.817075,0.957516,0.353741,0.448052,0.103896,2.551948,0.23,0.545,1,0,0,0,0,0,0
1,0,5.110219,5.91477,0.0625,0.081749,0.064461,0.306366,0.84061,0.949706,0.384007,0.18018,0.621622,1.027027,0.445,0.395,1,0,0,0,0,0,0
1,0.03,23.049908,11.571165,0.0625,0.000024,0.634388,0.080407,0.587756,0.955496,0.48532,0.284848,0.012121,0.866667,0.175,0.645,1,0,0,0,0,0,0
3,1,213.4967,0,0.0625,0,0,0,0.134934,0.282507,1,0,0,0,0,0,0,0,1,0,0,0,1
1,0.01,0.120206,0.115065,0.0625,0.89447,0.974557,0.392327,0.917802,0.962237,0.546784,0.298913,0.641304,1.038043,0.08,0.67,0.815,0.15,0.02,0,0,0.015,0
3,1,10.593493,0,0.0625,0,0,0.110901,0.344407,0.500667,0.764706,0,0,0,0,0,0,0,0.24,0,0.76,0,1
1,0,4.808326,9.367683,0.0625,0.693873,0.622361,0.191706,0.850374,0.961913,0.927557,0.454082,0.418367,1.290816,0.02,0.69,1,0,0,0,0,0,0
5,1,277.461407,0.001715,0.0625,0.693873,0.852797,0,0.480274,0.961561,0.999952,1,0.005,0.99,0,1,0,0,0,0,1,0,1
5,0.9,280.393508,0.001708,0.0625,0.693873,0.852797,0,0.480274,0.961561,0.999952,1,0.005,0.99,0,1,0,0,0,0,1,0,1
2,0.01,4.750607,1.605668,0.0625,0.479916,0.574213,0.048631,0.787051,0.96328,0.502275,0.445946,0.060811,0.898649,0.26,0.35,0.27,0.73,0,0,0,0,0
1,0,6.439842,0.204142,0.0625,0.705554,0.351369,0.34809,0.932744,0.971726,0.920493,0.46875,0.19375,0.45,0.2,0.085,0.79,0.21,0,0,0,0,0
3,0.12,0.263839,0.483825,0.0625,0.044564,0.091813,0.443768,0.784914,0.951461,0.240395,0.894737,0.557895,0.663158,0.525,0.045,0.6,0.1,0.3,0,0,0,0
1,0,46.326902,41.766345,0.062187,0.104895,0.632113,0.269004,0.772499,0.959758,0.681166,0.032258,0.096774,0.322581,0.844221,0.055276,0.829146,0.165829,0.005025,0,0,0,0
2,0.02,4.167867,6.910663,0.0625,0.538367,0.728599,0.144383,0.83929,0.967653,0.402068,0.238462,0.1,0.553846,0.35,0.315,0.69,0.3,0.01,0,0,0,0
1,0,8.559642,16.749006,0.0625,0.017072,0.115149,0.07256,0.676435,0.960636,0.399146,0.234694,0,0.836735,0.51,0.33,1,0,0,0,0,0,0
1,0,39.965909,11.84053,0.0625,0.008525,0.878648,0.034973,0.585054,0.968691,0.701519,0.248619,0,0.701657,0.095,0.75,0.16,0.84,0,0,0,0,0
5,1,277.868,0.001714,0.0625,0.693873,0.852797,0,0.480274,0.961561,0.999952,1,0.005,0.99,0,1,0,0,0,0,1,0,1
1,0,1.150289,1.418112,0.0625,0.119487,0.574213,0.286224,0.871213,0.965477,0.674157,0.268817,0.010753,1.048387,0.07,0.685,0.73,0.27,0,0,0,0,0
1,0,10.051525,8.3796,0.0625,0.002929,0.253523,0.031735,0.648503,0.957791,0.418293,0.06,0,0.54,0.25,0.515,0.94,0.05,0.01,0,0,0,0
2,0.02,1.719637,4.4563,0.0625,0.843645,0.843645,0.565688,0.952445,0.959858,0.950898,1.201299,0.876623,0.025974,0.23,0.01,0,1,0,0,0,0,0
2,0.01,7.656388,47.378855,0.0625,0.000012,0.479916,0.005087,0.41491,0.925766,0.804255,0.311475,0.04918,0.57377,0.695,0.165,1,0,0,0,0,0,0
2,0.05,0.336717,0.378369,0.061875,0.336082,0.792497,0.469023,0.947238,0.964289,0.517825,1.028736,2.137931,1.051724,0.121212,0.166667,0.090909,0.90404,0,0,0,0.005051,0
1,0.02,0.683942,0.274088,0.059375,0.055321,0.392696,0.550085,0.91355,0.965916,0.200637,0.56,0.84,1.08,0.868421,0.036842,0.931579,0,0.068421,0,0,0,0
1,0,4.615111,0.285778,0.0625,0,0.728599,0.056262,0.442612,0.788758,0.854966,0.550802,0.513369,1.791444,0.065,0.43,1,0,0,0,0,0,0
5,0.95,278.322102,0.001713,0.0625,0.693873,0.852797,0,0.480274,0.961561,0.999952,1,0.005,0.99,0,1,0,0,0,0,1,0,1
1,0.04,2.162301,2.082005,0.0625,0.824592,0.209068,0.296675,0.898371,0.968867,0.639331,0.636364,0.727273,0.193939,0.175,0.185,0.67,0.23,0.005,0.095,0,0,0
1,0,163.16155,75.131579,0.0625,0.40249,0.445993,0.019201,0.603008,0.957516,0.83694,0.07483,0,0.870748,0.265,0.46,0.545,0.1,0,0.355,0,0,0
1,0,4.612889,0.285778,0.0625,0,0.728599,0.056262,0.442612,0.788758,0.854966,0.550802,0.513369,1.791444,0.065,0.43,1,0,0,0,0,0,0
1,0,42.430145,32.797268,0.0625,0,0.586234,0.084855,0.531801,0.961978,0.846705,0.333333,0,0.222222,0.91,0.025,1,0,0,0,0,0,0
1,0,2.044799,2.146617,0.0625,0.55027,0.253523,0.330207,0.897916,0.962288,0.773333,0.196203,0.189873,1.202532,0.21,0.63,0.905,0.095,0,0,0,0,0
1,0,0.103217,0.010724,0.029375,0.686036,0.73529,0.27859,0.860486,0.914902,0.081081,0,0,0,0,0.010638,0.691489,0.308511,0,0,0,0,0
2,0.02,4.960567,1.223452,0.0625,0.054808,0.143265,0.244663,0.872425,0.967535,0.485394,0.447368,0.125,1.269737,0.24,0.515,0.665,0.285,0,0.05,0,0,0
2,0.19,42.315563,0.00172,0.0625,0.069829,0.189165,0.0344,0.348608,0.973076,0.36,0,0,0,0,0,0,0,0,0,1,0,0
1,0.02,1.322212,0.154022,0.0625,0.278121,0.934712,0.400138,0.879182,0.959901,0.385159,0.602041,0.142857,0.459184,0.51,0.14,1,0,0,0,0,0,0
1,0,2.084525,2.856957,0.0625,0.313374,0.143265,0.245531,0.880665,0.963623,0.548592,0.283784,0.331081,1,0.26,0.38,0.745,0.23,0.025,0,0,0,0
1,0.01,5.547826,2.991304,0.061562,0.473412,0.902125,0.474275,0.92026,0.955525,0.363128,0.065359,0.019608,0.777778,0.22335,0.472081,0.883249,0.101523,0.005076,0.005076,0,0.005076,0
2,0,1.183673,0.015038,0.0625,0.052605,0.967736,0.599837,0.952722,0.956109,0.272195,0.389474,0.078947,1.252632,0.05,0.505,0.295,0.705,0,0,0,0,0
1,0,5.593152,4.17673,0.062187,0.1514,0.945537,0.109399,0.751013,0.964453,0.437986,0.1125,0.05,1.10625,0.19598,0.577889,0.532663,0.462312,0.005025,0,0,0,0
5,0.75,277.148254,0.001717,0.0625,0.693873,0.852797,0,0.480274,0.961561,0.999952,1,0.005,0.99,0,1,0,0,0,0,1,0,1
3,0.01,0.21676,0.050279,0.0625,0.413163,0.598272,0.675499,0.955736,0.96469,0.39779,0.891892,3.497297,0.016216,0.075,0.005,0.2,0,0.8,0,0,0,0
1,0,1.89891,0.142857,0.0625,0.413163,0.974557,0.371979,0.903627,0.9673,0.451383,0.192771,0.945783,2.042169,0.17,0.43,0.835,0.165,0,0,0,0,0
1,0,3.75027,0.162162,0.0625,0.17076,0.037647,0.318173,0.909407,0.951784,0.910405,0.166667,0.011905,0.755952,0.16,0.495,0.715,0.15,0.015,0,0,0.12,0
3,0.02,3.1327,4.916579,0.0625,0.634388,0.361281,0.531892,0.946467,0.959374,0.8664,0.398844,0.722543,2.150289,0.135,0.48,0.82,0.15,0.03,0,0,0,0
1,0.01,0.598644,0.347719,0.060032,0.305297,0.475304,0.384098,0.839674,0.943585,0.503899,0.421451,0.610212,0.705515,0.28134,0.255893,0.62107,0.199681,0.132426,0.027431,0.011699,0.007693,0
1,0,7.889774,0.029216,0.0625,0,0.159296,0.123788,0.307607,0.820411,0.253114,0.75,0.083333,2.861111,0.46,0.435,1,0,0,0,0,0,0
1,0.08,0.556139,0.076165,0.0625,0.261546,0.176732,0.402575,0.888024,0.967632,0.322314,0.962617,0.018692,0.242991,0.465,0.005,0.845,0.155,0,0,0,0,0
5,1,279.185967,0.001711,0.0625,0.693873,0.852797,0,0.480274,0.961561,0.999952,1,0.005,0.99,0,1,0,0,0,0,1,0,1
2,0,87.959718,0.020141,0.0625,0.040974,0.878648,0.119226,0.792824,0.962846,1,0.825,1.23,1.32,0,0.61,0,1,0,0,0,0,0
1,0,18.235866,9.956714,0.0625,0.036077,0.610318,0.279621,0.873909,0.953247,0.352381,0.142077,0.04918,0.661202,0.085,0.6,0.775,0.225,0,0,0,0,0
1,0,19.891159,10.367031,0.0625,0.091813,0.32262,0.064565,0.684441,0.95432,0.795123,0.455,0.045,0.005,0,0,0.56,0.44,0,0,0,0,0
1,0,6.642857,3.707283,0.0625,0.870307,0.94034,0.039457,0.382648,0.961419,0.266607,0.437186,0,1.160804,0.005,0.965,0.055,0.945,0,0,0,0,0
1,0.01,0.017857,0.021684,0.0625,0.148457,0.253523,0.327804,0.803416,0.948716,0.107527,0.044118,0.897059,0.676471,0.66,0.125,1,0,0,0,0,0,0
2,0,8.469749,4.741761,0.0625,0.002929,0.119487,0.043532,0.306648,0.964157,0.199612,0.677419,0.051613,0.025806,0.225,0,0.02,0.98,0,0,0,0,0
3,1,218.650438,0,0.0625,0,0,0,0.134934,0.282507,1,0,0,0,0,0,0,0,1,0,0,0,1
1,0.01,3.040816,2.888484,0.0625,0.457187,0.959791,0.417553,0.954622,0.964166,0.94236,0.79021,0.706294,1.65035,0.285,0.165,0.4,0.595,0.005,0,0,0,0
1,0.01,6.050549,12.874725,0.0625,0.042735,0.773066,0.30432,0.726602,0.944116,0.180412,0.159341,0.098901,0.115385,0.09,0.05,0.88,0.03,0.09,0,0,0,0
1,0.01,0.290891,0.042275,0.0625,0.55027,0.176732,0.675706,0.955812,0.960447,0.438636,0.166667,0.284946,0.231183,0.07,0.07,0.79,0.075,0.135,0,0,0,0
1,0.02,2.150997,2.078063,0.0625,0.824592,0.209068,0.296675,0.898371,0.968867,0.639331,0.636364,0.727273,0.193939,0.175,0.185,0.67,0.23,0.005,0.095,0,0,0
2,0,78.960193,0.001206,0.0625,0.514748,0.852797,0.039457,0.495412,0.950746,0.627009,0.382857,0,2.725714,0.125,0.45,0,1,0,0,0,0,0
3,1,217.771084,0,0.0625,0,0,0,0.134934,0.282507,1,0,0,0,0,0,0,0,1,0,0,0,1
5,0.99,281.088737,0.001706,0.0625,0.693873,0.852797,0,0.480274,0.961561,0.999952,1,0.005,0.99,0,1,0,0,0,0,1,0,1
1,0,72.096774,37.38395,0.0625,0.751137,0.717134,0,0.438369,0.965154,0.880342,0.088435,0,0.44898,0.265,0.345,0.14,0.86,0,0,0,0,0
2,0.01,28.107458,108.980754,0.0625,0.00672,0.000081,0.14519,0.814017,0.954753,0.399893,0.694444,0.018519,1.435185,0.46,0.27,0.51,0.49,0,0,0,0,0
1,0,21.428971,10.737929,0.0625,0.017072,0.479916,0.148578,0.72145,0.961002,0.872265,0.031746,0.132275,0.904762,0.055,0.625,1,0,0,0,0,0,0
5,0.98,35.105828,0,0.0625,0,0.006105,0.137821,0.443692,0.850983,0.997319,1,1.21,0,0,0,0,0,0,0,1,0,1
3,1,218.324028,0,0.0625,0,0,0,0.134934,0.282507,1,0,0,0,0,0,0,0,1,0,0,0,1
1,0.01,1.734476,1.257646,0.0625,0.176732,0.138222,0.453602,0.94437,0.966772,0.229339,0.028249,0.141243,0.830508,0.115,0.62,0.55,0.45,0,0,0,0,0
1,0,48.12,0.36,0.06125,0.04849,0.726347,0.159033,0.75249,0.960152,0.464802,0,0,1.284091,0.102041,0.892857,1,0,0,0,0,0,0
1,0.06,0.788072,0.326441,0.0625,0.064461,0.40249,0.613865,0.935983,0.957465,0.48654,0.708571,0.342857,0.394286,0.125,0.155,0.53,0.165,0.305,0,0,0,0
2,0,11.537156,0.244656,0.0625,0.054808,0.269745,0.18172,0.779524,0.936893,0.978353,0.53125,0.34375,1.25,0.84,0.08,0.705,0.295,0,0,0,0,0
2,0,1.10347,1.102208,0.061875,0.67888,0.355755,0.431934,0.929496,0.965079,0.618893,0.098765,0,0.567901,0.181818,0.388889,0.227273,0.772727,0,0,0,0,0
2,0,94.582803,0.56051,0.0625,0.069829,0.909108,0.020322,0.213688,0.92605,0.762115,0.022989,0.982759,0.183908,0.13,0.015,0,1,0,0,0,0,0
2,0.01,3.459192,0.708986,0.0625,0.514748,0.751137,0.459768,0.913873,0.964739,0.5059,0.462963,0,0.308642,0.19,0.315,0.215,0.75,0.035,0,0,0,0
2,0.01,0.548295,0.694602,0.0625,0.794289,0.878648,0.55819,0.952838,0.955269,0.272658,0.89071,2.497268,1.120219,0.085,0.11,0.16,0.835,0.005,0,0,0,0
3,0.01,5.019751,0.393278,0.0625,0.915971,0.182866,0.623769,0.951174,0.969319,0.537688,0.747368,0.142105,0.068421,0.05,0.03,0.225,0.095,0.68,0,0,0,0
1,0.06,0.917153,0.163361,0.0625,0.159296,0.878648,0.389676,0.838398,0.958702,0.536481,0.715789,0.6,0.305263,0.525,0.05,0.48,0.52,0,0,0,0,0
5,0.95,278.070286,0.001714,0.0625,0.693873,0.852797,0,0.480274,0.961561,0.999952,1,0.005,0.99,0,1,0,0,0,0,1,0,1
1,0,3.477273,33.829545,0.0625,0.001521,0.286672,0.217053,0.563247,0.95292,0.316498,0.277778,0,5.722222,0.91,0.09,1,0,0,0,0,0,0
3,1,212.686674,0,0.0625,0,0,0,0.134934,0.282507,1,0,0,0,0,0,0,0,1,0,0,0,1
1,0,71.556433,36.711129,0.0625,0.751137,0.717134,0,0.438369,0.965154,0.880342,0.088435,0,0.44898,0.265,0.345,0.14,0.86,0,0,0,0,0
2,0,1.216808,1.356638,0.0625,0.610318,0.634388,0.389585,0.921721,0.968189,0.346841,0.084211,0.015789,1.126316,0.05,0.65,0.23,0.755,0.015,0,0,0,0
1,0,10.924782,1.128997,0.0625,0.55027,0.909108,0.246672,0.947272,0.959974,0.53534,0.461039,0.220779,0.746753,0.23,0.42,0.45,0.55,0,0,0,0,0
1,0,24.30911,0.759468,0.0625,0.059461,0.955381,0.116216,0.443806,0.95652,0.300666,0.01,0.01,1.19,0,0.95,1,0,0,0,0,0,0
1,0,2.582977,5.41916,0.0625,0.824592,0.006405,0.273546,0.876947,0.951973,0.457856,0.159341,0.104396,1.087912,0.09,0.74,0.91,0.01,0.015,0.065,0,0,0
1,0.1,2.795004,0.300842,0.0625,0.033115,0.000013,0.50178,0.943976,0.959945,0.861382,0.417582,0.32967,0.461538,0.09,0.265,0.43,0.375,0,0.195,0,0,0
1,0,3.830031,1.077164,0.062187,0.186528,0.500201,0.457947,0.92136,0.941031,0.410049,0.24031,0.085271,1.031008,0.351759,0.396985,1,0,0,0,0,0,0
1,0,56.52967,53.549451,0.0625,0,0.794289,0.022728,0.298742,0.934626,0.804592,0.405405,0,5.027027,0.63,0.36,1,0,0,0,0,0,0
1,0.01,3.089655,0.342529,0.0625,0.43492,0.468498,0.273438,0.810221,0.961065,0.359073,0.705479,0.075342,2.068493,0.27,0.535,0.805,0.195,0,0,0,0,0
1,0,23.544803,12.193548,0.062187,0.000482,0.388886,0.096677,0.649885,0.954355,0.173449,0.9,0.183333,0.766667,0.396985,0.085427,0.819095,0.130653,0,0.050251,0,0,0
1,0,5.362463,2.33714,0.0625,0.526524,0.138222,0.281578,0.875993,0.964942,0.522538,0.085227,0.011364,0.801136,0.12,0.59,0.74,0.225,0.035,0,0,0,0
1,0,12.093458,5.373832,0.0625,0.000033,0.682104,0.228652,0.838426,0.971147,0.815544,0.135417,0.1875,0.453125,0.04,0.365,0.955,0.045,0,0,0,0,0
2,0,42.279931,0.001723,0.0625,0.069829,0.189165,0.0344,0.348608,0.973076,0.36,0,0,0,0,0,0,0,0,0,1,0,1
5,0.98,279.155163,0.001711,0.0625,0.693873,0.852797,0,0.480274,0.961561,0.999952,1,0.005,0.99,0,1,0,0,0,0,1,0,1
1,0.02,84.709619,12.160799,0.0625,0.002281,0.423975,0.091468,0.53903,0.955708,0.43401,0.878049,0.006098,0.963415,0.18,0.79,0.975,0,0.025,0,0,0,0
1,0.03,2.143041,2.947165,0.0625,0.313374,0.143265,0.245531,0.880665,0.963623,0.548592,0.283784,0.331081,1,0.26,0.38,0.745,0.23,0.025,0,0,0,0
1,0,72.178459,37.477201,0.0625,0.751137,0.717134,0,0.438369,0.965154,0.880342,0.088435,0,0.44898,0.265,0.345,0.14,0.86,0,0,0,0,0
3,0.01,3.289317,0.001327,0.061875,0.149364,0.654849,0.60187,0.931522,0.960105,0.458432,0.898477,0.233503,0.177665,0.005051,0.035354,0.641414,0.010101,0.348485,0,0,0,0
2,0,47.965915,13.541353,0.062187,0.002069,0.46555,0.076116,0.517968,0.954664,0.806061,0.090395,0,0.355932,0.110553,0.60804,0.522613,0.467337,0.01005,0,0,0,0
1,0.01,10.078174,8.487408,0.0625,0.002929,0.253523,0.031735,0.648503,0.957791,0.418293,0.06,0,0.54,0.25,0.515,0.94,0.05,0.01,0,0,0,0
1,0,3.685083,0.486188,0.061875,0.022045,0.813193,0.274393,0.741447,0.96219,0.513208,0.266055,1.110092,0.376147,0.449495,0.111111,1,0,0,0,0,0,0
5,0.95,278.173615,0.001713,0.0625,0.693873,0.852797,0,0.480274,0.961561,0.999952,1,0.005,0.99,0,1,0,0,0,0,1,0,1
1,0.01,18.213339,9.94523,0.0625,0.036077,0.610318,0.279621,0.873909,0.953247,0.352381,0.142077,0.04918,0.661202,0.085,0.6,0.775,0.225,0,0,0,0,0
1,0,2.243911,0.472644,0.062187,0.893985,0.250598,0.243552,0.859483,0.955025,0.36166,0.392523,0.102804,1.261682,0.462312,0.286432,0.974874,0.025126,0,0,0,0,0
2,0.03,2.457855,0.041156,0.0625,0.164949,0.413163,0.515582,0.911813,0.951007,0.478788,0.102564,0.317949,0.938462,0.025,0.675,0.515,0.485,0,0,0,0,0
5,0.93,138.038433,0.002217,0.060032,0.305297,0.475304,0.384098,0.839674,0.943585,0.503899,0.421451,0.610212,0.705515,0.28134,0.255893,0.62107,0.199681,0.132426,0.027431,0.011699,0.007693,1
2,0,92.645367,0.559105,0.0625,0.069829,0.909108,0.020322,0.213688,0.92605,0.762115,0.022989,0.982759,0.183908,0.13,0.015,0,1,0,0,0,0,0
1,0.04,0.830305,0.488009,0.0625,0.1538,0.40249,0.489995,0.939951,0.966333,0.973748,0.171598,0.384615,1.106509,0.155,0.265,0.915,0.015,0,0.07,0,0,0
1,0,0.717711,0.180201,0.0625,0.445993,0.922527,0.60827,0.952563,0.96163,0.407529,0.615789,2.342105,0.857895,0.05,0.53,0.97,0.03,0,0,0,0,0
3,0.53,1.560525,0.348598,0.0625,0.123961,0.381581,0.547028,0.928414,0.960698,0.333333,0.972973,0.216216,0.378378,0.075,0.015,0.095,0.26,0.64,0,0,0.005,1
1,0,67.642857,27.79011,0.0625,0.000352,0.804605,0.010169,0.184376,0.908844,0.517744,0,0.777778,1.555556,0.91,0.09,1,0,0,0,0,0,0
1,0,5.986767,25.649338,0.0625,0.278121,0.286672,0.216507,0.858979,0.959808,0.421053,0.232955,0.0625,0.852273,0.12,0.685,0.54,0.41,0.05,0,0,0,0
