@relation dmTraining

@attribute deviceType {1,2,3,4,5,6}
@attribute textProbability numeric
@attribute tweetRatio numeric
@attribute chiSquaredMin numeric
@attribute chiSquaredSec numeric
@attribute entropyHours numeric
@attribute entropyMin numeric
@attribute entropySec numeric
@attribute accountRep numeric
@attribute urlRatio numeric
@attribute hashtagRatio numeric
@attribute mentionRatio numeric
@attribute retweetRatio numeric
@attribute mobileDevice numeric
@attribute webDevice numeric
@attribute appDevice numeric
@attribute miscDevice numeric
@attribute botDevice numeric
@attribute otherDevice numeric
@attribute class_attr {0,1}

@data
1,0,0.965625,0.001645,0.036332,0.066423,0.617529,0.988686,0.296875,0.022385,0.010964,1.043856,0.291586,0.999353,0.000647,0,0,0,0,0
1,0.06,0.629375,0.050118,0.147558,0.550508,0.955559,0.996087,0.485514,0.630257,0.229755,0.333333,0.209037,0.222939,0.636048,0.092354,0,0,0.048659,0
2,0.01,1.00875,0.037699,0.625701,0.198572,0.803965,0.996019,0.978888,0.302046,0.174489,1.22503,0.742565,0.643742,0.356258,0,0,0,0,0
2,0,0.726563,0.586622,0.817175,0.391557,0.950892,0.997927,0.411043,0.108623,0.021277,0.519597,0.231828,0.212043,0.786237,0,0,0,0.00172,0
2,0,1.000312,0.031523,0.36214,0.017326,0.26717,0.995746,0.738095,0.210761,1.11549,2.82111,0.08841,0,1,0,0,0,0,0
2,0.04,0.993437,0.804361,0.137715,0.38616,0.953626,0.997543,0.506667,0.371608,0.013763,0.319701,0.200063,0.205725,0.754325,0.039635,0,0,0.000315,0
2,0.01,0.14,0.167179,0.698613,0.592834,0.967769,0.984375,0.263693,0.839895,2.595801,0.944882,0.149554,0.205357,0.790179,0.004464,0,0,0,0
3,0.01,1.01125,0.724885,0.129519,0.47552,0.90677,0.997852,0.532663,0.449266,0.248287,0.153344,0.052843,0.28801,0.30686,0.293881,0.009271,0,0.101978,0
1,0.04,0.507813,0.02698,0.255359,0.369983,0.842778,0.99469,0.537445,0.571429,0.628264,0.271889,0.599385,0.656615,0.329231,0.009231,0,0,0.004923,0
5,0.96,1.015313,0.42284,0.103661,0,0.327364,0.989441,0.999951,1,0.000308,0.953832,0,0,0,0,0,1,0,1
1,0,0.329375,0.768124,0.53836,0.271362,0.739967,0.987543,0.317343,0.248299,0.272109,6.265306,0.721063,1,0,0,0,0,0,0
3,1,1.010938,0,0,0.000904,0.119006,0.221607,1,0,0,0,0,0,0,1,0,0,0,1
1,0,1.000938,0.002921,0.082949,0.030201,0.688408,0.996494,0.87323,0.147517,0.010149,0.76477,0.13862,0.499844,0.497034,0.003122,0,0,0,0
2,0,0.664063,0.396568,0.656428,0.371772,0.946929,0.99628,0.34878,0.092683,0.029268,0.912195,0.035294,0.288,0.699765,0.012235,0,0,0,0
1,0,1.00625,0.030374,0.248807,0.175103,0.940691,0.997679,0.53467,0.490293,0.13672,0.932259,0.248137,0.4,0.595031,0.000932,0.004037,0,0,0
1,0,1.011875,0.001043,0.225502,0.16494,0.537468,0.992606,0.298379,0.00743,0.034365,1.332198,0.002471,1,0,0,0,0,0,0
1,0,1.005,0.023675,0.983072,0.316683,0.89207,0.997797,0.461579,0.079173,0.265601,1.023791,0.202736,0.858831,0.121269,0.01306,0.006841,0,0,0
1,0.08,1.008125,0,0,0.375808,0.964897,0.997051,0.861221,0.446459,0.586103,0.557905,0.076565,0.455983,0.300992,0.027898,0.211097,0,0.00403,0
1,0,0.998437,0.000004,0.524676,0.433207,0.9433,0.997515,0.407529,0.023277,0.299407,0.803743,0.314241,1,0,0,0,0,0,0
1,0,0.999375,0.001937,0.208753,0.022848,0.352428,0.959114,0.792157,0.470449,0.031521,5.383767,0.603189,0.996873,0,0.000313,0.002814,0,0,0
1,0.03,1.00625,0.04176,0.884912,0.32815,0.846592,0.996986,0.359073,0.622163,0.109304,1.495083,0.178882,0.808385,0.190683,0.000932,0,0,0,0
1,0,0.994375,0.00015,0.188268,0.128827,0.629356,0.987693,0.17338,0.76007,0.302393,1.162872,0.461659,0.786612,0.177247,0,0.036141,0,0,0
1,0,0.996563,0.039578,0.771883,0.250441,0.907539,0.997668,0.523316,0.074586,0.008978,0.74413,0.091878,0.678896,0.293823,0.027281,0,0,0,0
1,0,0.854375,0.050762,0.11138,0.197528,0.812612,0.995513,0.8,0.271429,0.115764,0.35468,0.257498,0.96196,0.037674,0,0,0,0.000366,0
2,0,1.001875,0.048681,0.528588,0.037005,0.35443,0.998027,0.448276,0,0,0.025265,0,0.999376,0.000624,0,0,0,0,1
5,0.92,1.015313,0.42284,0.103661,0,0.327364,0.989441,0.999951,1,0.000308,0.953832,0,0,0,0,0,1,0,1
1,0.01,1.005625,0,0.552065,0.1213,0.505897,0.991857,0.434721,0.201962,0.001353,0.996617,0.081417,0.99161,0.003418,0.004972,0,0,0,0
1,0.02,0.791562,0.028456,0.96581,0.35769,0.957621,0.996598,0.543198,0.311828,0.477849,0.687312,0.082116,0.590209,0.39321,0.013028,0,0,0.003553,0
1,0,1.000938,0.002921,0.082949,0.030201,0.688408,0.996494,0.87323,0.147517,0.010149,0.76477,0.13862,0.499844,0.497034,0.003122,0,0,0,0
3,0.01,1.00875,0,0,0.365763,0.907616,0.989309,0.456057,0.395501,0.105436,0.543112,0.33891,0.295849,0.006506,0.038104,0.455081,0,0.204461,0
2,0,1.003125,0.224794,0.475066,0.03917,0.539268,0.995655,0.805753,0.108533,0.007078,0.529296,0.207788,0.590031,0.405919,0.00405,0,0,0,0
1,0,0.996875,0.002258,0.825794,0.069426,0.746377,0.997799,0.426509,0.114469,0.002747,0.421245,0.315361,0.933856,0.062069,0.004075,0,0,0,0
1,0.006667,1.003437,0.005437,0.131681,0.285349,0.873171,0.997346,0.505703,0.042993,1.359239,0.22654,0.246652,1,0,0,0,0,0,0
5,0.99,1.015313,0.42284,0.103661,0,0.327364,0.989441,0.999951,1,0.000308,0.953832,0,0,0,0,0,1,0,1
1,0,1.011562,0.121285,0.46389,0.162447,0.880643,0.998327,0.352941,0.132946,0.128429,0.611165,0.042632,0.810936,0.087427,0.101637,0,0,0,0
1,0,1.007187,0.348695,0.878692,0.329171,0.90951,0.997794,0.364372,0.365608,0.135554,1.257165,0.599442,0.927087,0.06919,0.003413,0,0,0.00031,0
2,0.09,1.014375,0.947591,0.679781,0.311154,0.898702,0.997639,0.481781,0.024428,0.142499,1.081741,0.016328,0.313309,0.686691,0,0,0,0,0
5,0.91,1.01375,0,0,0.001353,0.509547,0.645598,0.97671,0.904881,2.302879,0.072278,0.014797,0,0,0,0,1,0,1
2,0,1.000312,0.031523,0.36214,0.017326,0.26717,0.995746,0.738095,0.210761,1.11549,2.82111,0.08841,0,1,0,0,0,0,0
1,0.03,0.758437,0.010287,0.007218,0.521695,0.933546,0.997147,0.973942,0.10882,0.175258,1.093929,0.280593,0.819942,0.150803,0.004532,0.024722,0,0,0
1,0.02,0.31625,0.001759,0.390695,0.579621,0.939464,0.992088,0.408859,0.187348,3.099757,0.740876,0.187747,0.95751,0.04249,0,0,0,0,0
3,0.57,1.009375,0.729623,0.708971,0.527487,0.977153,0.996871,0.327381,0.845879,0.459117,0.325114,0.04582,0.197523,0.206502,0.594427,0,0,0.001548,1
1,0,0.9925,0.000013,0.557821,0.029845,0.271192,0.967217,0.51703,0.341463,0.612805,1.25,0.896725,0.770151,0.199622,0.001259,0.028967,0,0,0
1,0.02,0.989688,0.902988,0.574335,0.19579,0.868684,0.997491,0.426136,0.125681,0.036576,1.176265,0.188506,0.586675,0.40922,0.003789,0,0,0.000316,0
3,1,1.010938,0,0,0.000904,0.119006,0.221607,1,0,0,0,0,0,0,1,0,0,0,1
3,1,1.010938,0,0,0.000904,0.119006,0.221607,1,0,0,0,0,0,0,1,0,0,0,1
1,0,0.995,0.023237,0.443692,0.195336,0.759446,0.99366,0.282672,0.09781,0.024331,0.614599,0.354585,0.75157,0.243719,0.001256,0.003455,0,0,0
3,0.62,0.749687,0.262203,0.262881,0.566246,0.973772,0.997076,0.227979,0.934878,0.089161,0.3125,0.046269,0.120884,0.040017,0.819925,0,0,0.019175,1
2,0,0.968125,0.000067,0.373624,0.037443,0.41083,0.96747,0.921063,0.119334,0.007361,0.393258,0.166882,0.876049,0.121691,0.001614,0,0,0.000646,0
1,0.01,0.938438,0.007023,0.586254,0.266548,0.847337,0.996396,0.253906,0.526591,0.744561,1.21394,0.173493,0.678988,0.206793,0.068265,0,0,0.045954,0
1,0,0.719661,0.265033,0.477467,0.374212,0.862417,0.974956,0.501611,0.353523,0.569638,0.678683,0.262357,0.596402,0.232113,0.112861,0.035844,0.010788,0.011993,0
1,0.01,0.6475,0.862699,0.272958,0.341136,0.895803,0.996889,0.177104,0.101404,0.128705,1.134165,0.381274,0.997104,0,0.000965,0,0,0.001931,0
3,1,1.010938,0,0,0.000904,0.119006,0.221607,1,0,0,0,0,0,0,1,0,0,0,1
1,0.01,1.009688,0.063882,0.274481,0.060184,0.704652,0.997491,0.570579,0.048634,0.007328,1.173218,0.070876,0.401733,0.597957,0.00031,0,0,0,0
3,0.02,1.009688,0.167987,0.210957,0.250109,0.74038,0.992707,0.357278,0.942394,6.546421,0.154362,0.446611,0.549985,0,0.449396,0,0,0.000619,0
2,0.01,1.0125,0.295617,0.872289,0.03203,0.619658,0.998083,0.497807,0.142449,0.009996,0.888968,0.135494,0.064506,0.935494,0,0,0,0,0
3,1,1.0075,0,0,0.095051,0.120883,0.245329,0.818182,0,0,0,0,0,0,1,0,0,0,1
3,0,1.003437,0,0.514033,0.259444,0.719778,0.862029,0.994965,0.792822,1.634584,0.274878,0.618187,0.702585,0,0.291498,0.005917,0,0,0
1,0,1.000625,0.007433,0.363042,0.502114,0.977584,0.998032,0.985334,0.427143,0.123571,0.428929,0.125547,0.458463,0.262024,0.2792,0,0,0.000312,0
2,0.02,1.014375,0,0.40598,0.013619,0.20829,0.941936,0.757832,0.383966,0.005626,1.154712,0.780961,0.268022,0.731978,0,0,0,0,0
3,1,1.010938,0,0,0.000904,0.119006,0.221607,1,0,0,0,0,0,0,1,0,0,0,1
3,1,1.010938,0,0,0.000904,0.119006,0.221607,1,0,0,0,0,0,0,1,0,0,0,1
5,0.86,1.015313,0.42284,0.103661,0,0.327364,0.989441,0.999951,1,0.000308,0.953832,0,0,0,0,0,1,0,1
1,0.01,0.655312,0.053112,0.181356,0.461661,0.931232,0.996895,0.241287,0.271935,0.868077,0.687617,0.233667,0.299952,0.690033,0.000477,0.009061,0,0.000477,0
5,0.95,1.015313,0.42284,0.103661,0,0.327364,0.989441,0.999951,1,0.000308,0.953832,0,0,0,0,0,1,0,1
3,0.07,0.19,0.147283,0.532749,0.492337,0.926844,0.986088,0.792453,0.998355,0.598684,0.111842,0,0,0.029605,0.967105,0,0,0.003289,0
1,0.02,1.005,0.051065,0.425004,0.289158,0.899935,0.997504,0.491357,0.396572,0.121164,0.609406,0.219838,0.692475,0.146455,0.160448,0.000311,0,0.000311,0
4,0.03,1.012188,0,0,0.01389,0.334975,0.568573,0.509936,0.988268,0.443655,0.000617,0,0,0.335597,0,0.664403,0,0,1
1,0,1.005313,0.055513,0.298719,0.375392,0.873754,0.99727,0.414141,0.023381,0.033813,0.190288,0.135841,0.865403,0.124339,0.009015,0,0,0.001243,0
3,1,1.010938,0,0,0.000904,0.119006,0.221607,1,0,0,0,0,0,0,1,0,0,0,1
1,0.05,1.015313,0,0.186012,0.019861,0.181124,0.911235,0.500558,0.711491,0.93154,0.422983,0.874115,0.881194,0.049554,0,0.068944,0,0.000308,0
2,0,0.025937,0.300311,0.831822,0.457433,0.850671,0.89378,0.123596,0.86747,0,0.240964,0,0.192771,0.457831,0.349398,0,0,0,0
1,0,0.98875,0.07877,0.013567,0.226563,0.829425,0.99662,0.828125,0.109346,0.053738,1.054206,0.323641,0.985461,0.000632,0.013906,0,0,0,0
5,0.91,1.01375,0,0,0.001353,0.509547,0.645598,0.97671,0.904881,2.302879,0.072278,0.014797,0,0,0,0,1,0,1
5,0.91,1.01375,0,0,0.001353,0.509547,0.645598,0.97671,0.904881,2.302879,0.072278,0.014797,0,0,0,0,1,0,1
1,0.02,0.992188,0.008686,0.123152,0.091949,0.527434,0.990715,0.478583,0.354406,0.976054,1.224138,0.671181,0.884409,0,0,0.101102,0.014488,0,0
2,0.01,0.281875,0.000339,0.598112,0.521569,0.939361,0.993124,0.641841,0.774468,0.899291,0.985816,0.218404,0.202882,0.580931,0.002217,0.175166,0,0.038803,0
5,0.94,0.094375,0.004454,0.252317,0.127696,0.508209,0.862064,0.997271,1.245033,2.927152,0,0,0,0.003311,0,0.215232,0.781457,0,1
3,1,1.010938,0,0,0.000904,0.119006,0.221607,1,0,0,0,0,0,0,1,0,0,0,1
1,0,1.014063,0,0.063372,0.035128,0.348452,0.92171,0.770308,0.540541,0.089089,0.181181,0.692142,0.849307,0,0.150693,0,0,0,0
1,0.03,1.005,0.002442,0.495066,0.056452,0.646652,0.996406,0.400217,0.175017,0.00755,0.475635,0.546953,0.964241,0.035759,0,0,0,0,0
1,0,0.965625,0.001645,0.036332,0.066423,0.617529,0.988686,0.296875,0.022385,0.010964,1.043856,0.291586,0.999353,0.000647,0,0,0,0,0
1,0.04,0.994687,0.287838,0.66362,0.071447,0.465306,0.988413,0.781155,0.285396,0.037904,0.201784,0.71819,0.998115,0.001257,0.000314,0,0,0.000314,0
1,0.02,0.615,0.078928,0.348419,0.435572,0.951259,0.994676,0.415373,0.300274,0.643288,1.015342,0.072663,0.454268,0.3125,0.22815,0.000508,0,0.004573,0
1,0,0.574375,0.066737,0.068798,0.525956,0.972572,0.996677,0.151163,0.554286,0.518857,0.579429,0.523939,0.885201,0.066921,0.047878,0,0,0,0
3,0,0.105625,0.315547,0.10564,0.717247,0.96672,0.978051,0.210526,0.76161,3.19195,0.226006,0.044379,0.210059,0.091716,0.698225,0,0,0,0
2,0.11,0.769375,0.000026,0.373285,0.294226,0.89618,0.99668,0.490494,0.113238,0.015949,0.560606,0.490658,0.919171,0.035337,0.045491,0,0,0,0
2,0,0.001563,0.313374,0.762183,0.111535,0.338588,0.338588,0.3,0.2,0,0.8,0,0,1,0,0,0,0,0
1,0.02,1.012188,0,0,0.448532,0.986043,0.997978,0.863477,0.506953,0.085335,0.275284,0.023155,0.163939,0.050324,0.060513,0.460945,0,0.264279,0
3,1,1.010938,0,0,0.000904,0.119006,0.221607,1,0,0,0,0,0,0,1,0,0,0,1
3,1,1.010938,0,0,0.000904,0.119006,0.221607,1,0,0,0,0,0,0,1,0,0,0,1
1,0,1.001562,0.006701,0.044916,0.196192,0.801078,0.998064,0.419309,0.701835,1.65367,1.126606,0.319813,0.296724,0.482059,0.003432,0.19688,0.008424,0.01248,0
3,1,1.010938,0,0,0.000904,0.119006,0.221607,1,0,0,0,0,0,0,1,0,0,0,1
3,1,1.010938,0,0,0.000904,0.119006,0.221607,1,0,0,0,0,0,0,1,0,0,0,1
3,0.03,0.998125,0.000001,0.756116,0.21878,0.626003,0.989482,0.694836,0.503251,0.30039,0.284785,0.759236,0.891985,0.023482,0.084534,0,0,0,1
3,1,1.010938,0,0,0.000904,0.119006,0.221607,1,0,0,0,0,0,0,1,0,0,0,1
1,0,0.742812,0.042365,0.063744,0.197891,0.735389,0.991685,0.707317,0.051391,0.056832,1.272068,0.304165,0.982331,0.009255,0.001683,0,0.00589,0.000841,0
1,0,0.968125,0.000067,0.373624,0.037443,0.41083,0.96747,0.921063,0.119334,0.007361,0.393258,0.166882,0.876049,0.121691,0.001614,0,0,0.000646,0
1,0,1.012188,0.000986,0.607146,0.129139,0.776937,0.996847,0.395013,0.069783,0.053422,0.689149,0.075332,0.479469,0.520222,0,0,0,0.000309,0
1,0,1.000938,0.002921,0.082949,0.030201,0.688408,0.996494,0.87323,0.147517,0.010149,0.76477,0.13862,0.499844,0.497034,0.003122,0,0,0,0
3,1,1.010938,0,0,0.000904,0.119006,0.221607,1,0,0,0,0,0,0,1,0,0,0,1
1,0.01,0.98875,0.010671,0.661802,0.1386,0.816005,0.996682,0.423576,0.551066,0.058361,0.59596,0.436789,0.843552,0.003793,0.126738,0.01359,0.01201,0.000316,0
3,1,1.010938,0,0,0.000904,0.119006,0.221607,1,0,0,0,0,0,0,1,0,0,0,1
5,1,1.015313,0.42284,0.103661,0,0.327364,0.989441,0.999951,1,0.000308,0.953832,0,0,0,0,0,1,0,1
1,0.02,0.2975,0.235952,0.318922,0.348287,0.912473,0.987219,0.336,0.693523,0.273302,0.758294,0.335084,0.473739,0.482143,0.044118,0,0,0,0
2,0.02,1.005,0.650111,0.293517,0.474309,0.950635,0.998305,0.478142,0.242007,0.311152,0.29145,0.163557,0.556281,0.145522,0.02954,0.258706,0,0.00995,0
1,0,1.00625,0.635706,0.64018,0.080996,0.780167,0.997695,0.832289,0.068451,0.008472,0.838699,0.08354,0.332609,0.665839,0.000621,0,0,0.000932,0
5,0.61,1.01375,0,0,0.001353,0.509547,0.645598,0.97671,0.904881,2.302879,0.072278,0.014797,0,0,0,0,1,0,1
1,0,1.000625,0.016252,0.836256,0.185939,0.919843,0.997769,0.597029,0.035475,0.03079,1.026439,0.066833,0.956277,0.004997,0.00406,0.034041,0,0.000625,0
1,0.02,0.870313,0.063041,0.382464,0.300011,0.875886,0.994043,0.48855,0.031987,0.20818,0.45936,0.31526,0.98851,0.01149,0,0,0,0,0
1,0.01,0.193125,0.016395,0.721452,0.241346,0.59764,0.97774,0.19403,0.529954,1.140553,0.087558,0.297735,0.991909,0.004854,0,0,0,0.003236,0
3,0.08,1.014375,0.04263,0.286188,0.40773,0.967998,0.998119,0.34002,0.638926,0.305369,0.732215,0.081947,0.311152,0.154344,0.454405,0.003697,0,0.076402,1
1,0.01,1.000938,0.064635,0.630609,0.324216,0.901106,0.997761,0.961362,0.457743,0.267696,0.938653,0.272245,0.453325,0.482985,0.063066,0,0,0.000624,0
2,0.01,1.001875,0.048681,0.528588,0.037005,0.35443,0.998027,0.448276,0,0,0.025265,0,0.999376,0.000624,0,0,0,0,0
1,0.02,1.014063,0,0.063372,0.035128,0.348452,0.92171,0.770308,0.540541,0.089089,0.181181,0.692142,0.849307,0,0.150693,0,0,0,0
5,0.97,1.015313,0.42284,0.103661,0,0.327364,0.989441,0.999951,1,0.000308,0.953832,0,0,0,0,0,1,0,1
1,0,0.920937,0.000124,0.169895,0.488395,0.984933,0.996982,0.433354,0.276326,1.286408,0.536594,0.091279,0.665083,0.304038,0.02002,0.003393,0,0.007465,0
5,0.552004,1.01375,0,0,0.001353,0.509547,0.645598,0.97671,0.904881,2.302879,0.072278,0.014797,0,0,0,0,1,0,0
1,0.01,1.000625,0.016252,0.836256,0.185939,0.919843,0.997769,0.597029,0.035475,0.03079,1.026439,0.066833,0.956277,0.004997,0.00406,0.034041,0,0.000625,0
1,0.02,1.009688,0.236972,0.582157,0.206167,0.843214,0.997484,0.289822,0.079403,0.033805,1.389937,0.212628,0.831631,0.168059,0.00031,0,0,0,0
2,0.01,1.003125,0.224794,0.475066,0.03917,0.539268,0.995655,0.805753,0.108533,0.007078,0.529296,0.207788,0.590031,0.405919,0.00405,0,0,0,0
1,0,0.925625,0,0.782944,0.061123,0.208199,0.806702,0.330806,0.068783,0.326279,1.017637,0.808575,1,0,0,0,0,0,0
1,0.05,1.011562,0.035804,0.077592,0.11595,0.729336,0.9874,0.413858,0.144424,0.101463,1.274223,0.662033,0.972814,0,0.013284,0.004325,0.009577,0,0
1,0.01,1.014063,0,0.063372,0.035128,0.348452,0.92171,0.770308,0.540541,0.089089,0.181181,0.692142,0.849307,0,0.150693,0,0,0,0
2,0.02,0.393125,0.441218,0.585883,0.517376,0.887982,0.993785,0.472509,0.279163,0.941176,0.840479,0.202703,0.560413,0.348172,0.034976,0.029412,0,0.027027,0
2,0.11,1.008438,0.088811,0.799682,0.247208,0.838646,0.997143,0.501742,0.186411,0.023479,0.429029,0.128912,0.007437,0.986675,0.005578,0,0,0.00031,0
1,0,1.010312,0.00856,0.815929,0.141328,0.763318,0.997215,0.820921,0.112989,0.070285,1.354982,0.304671,0.97742,0.021961,0.000619,0,0,0,0
2,0,1.000312,0.031523,0.36214,0.017326,0.26717,0.995746,0.738095,0.210761,1.11549,2.82111,0.08841,0,1,0,0,0,0,0
1,0.08,1.00875,0.13067,0.767464,0.089243,0.5168,0.997325,0.26467,0.053121,0.002988,0.503984,0.066914,0.951053,0.048947,0,0,0,0,0
2,0,1,0.492883,0.172981,0.186028,0.864245,0.997449,0.311398,0.173441,0.18994,0.57827,0.223438,0.685937,0.248125,0.065312,0,0,0.000625,0
2,0.01,0.788125,0,0,0.436829,0.954214,0.993631,0.797398,0.695735,1.554028,0.340758,0.163362,0.097145,0.391753,0,0.465504,0,0.045599,0
1,0,1.00875,0.005651,0.238787,0.123968,0.668113,0.993356,0.784668,0.171573,0.048298,0.320607,0.326518,0.55855,0.434944,0.006506,0,0,0,0
1,0,1.007813,0.121863,0.049759,0.061583,0.692055,0.997295,0.701635,0.179706,0.005808,0.721216,0.092403,0.867287,0.12062,0.002481,0.009612,0,0,0
1,0,1.009375,0.000022,0.503266,0.100561,0.719558,0.996199,0.378527,0.367691,0.620416,1.000991,0.687616,1,0,0,0,0,0,0
3,1,1.010938,0,0,0.000904,0.119006,0.221607,1,0,0,0,0,0,0,1,0,0,0,1
1,0.05,1.00375,0.393735,0.419609,0.226729,0.90749,0.998278,0.242537,0.658683,0.82515,0.205988,0.740037,0.886675,0.013387,0.088418,0.000934,0,0.010585,0
1,0.02,0.998125,0.844481,0.753342,0.045671,0.810966,0.997416,0.481872,0.483784,0.078378,0.727413,0.189105,0.492799,0.502818,0.003757,0,0,0.000626,0
5,0.763337,1.01375,0,0,0.001353,0.509547,0.645598,0.97671,0.904881,2.302879,0.072278,0.014797,0,0,0,0,1,0,1
3,0,1.014063,0.185496,0.209461,0.298426,0.841609,0.997503,0.37377,0.982375,4.589363,0.189549,0.00339,0.047149,0.166718,0.781818,0,0,0.004314,0
3,0.04,0.998125,0.421478,0.567992,0.4155,0.936761,0.997681,0.92529,0.546312,0.605383,0.80007,0.104258,0.740138,0.030369,0.111146,0.030683,0,0.087664,0
1,0.01,1.000625,0.776735,0.345763,0.108071,0.742177,0.997473,0.592105,0.460584,0.00073,3.176642,0.144285,0.993754,0.006246,0,0,0,0,0
5,1,1.015313,0.42284,0.103661,0,0.327364,0.989441,0.999951,1,0.000308,0.953832,0,0,0,0,0,1,0,1
5,0.97,1.015313,0.42284,0.103661,0,0.327364,0.989441,0.999951,1,0.000308,0.953832,0,0,0,0,0,1,0,1
1,0.01,1.00625,0.635706,0.64018,0.080996,0.780167,0.997695,0.832289,0.068451,0.008472,0.838699,0.08354,0.332609,0.665839,0.000621,0,0,0.000932,0
3,1,1.010938,0,0,0.000904,0.119006,0.221607,1,0,0,0,0,0,0,1,0,0,0,1
3,0.02,1.010938,0.425821,0.377416,0.213423,0.855393,0.997311,0.55393,0.299709,0.43379,0.902449,0.255332,0.647295,0.019474,0.169706,0.163524,0,0,0
1,0,0.965625,0.001645,0.036332,0.066423,0.617529,0.988686,0.296875,0.022385,0.010964,1.043856,0.291586,0.999353,0.000647,0,0,0,0,0
1,0.04,0.998125,0.844481,0.753342,0.045671,0.810966,0.997416,0.481872,0.483784,0.078378,0.727413,0.189105,0.492799,0.502818,0.003757,0,0,0.000626,0
1,0.03,0.79625,0.133821,0.989738,0.392802,0.935507,0.997096,0.235398,0.179114,1.547055,0.775956,0.353611,0.910126,0.08281,0.000785,0,0,0.006279,0
2,0.02,1.00875,0.078043,0.715247,0.16626,0.830633,0.997734,0.473251,0.077128,0.274934,0.926862,0.068154,0.038724,0.960967,0.00031,0,0,0,0
1,0,1.01,0.891251,0.270601,0.270908,0.879288,0.998187,0.515645,0.034038,0.139018,0.956288,0.136448,0.999072,0.000928,0,0,0,0,0
1,0.01,1.003437,0.005437,0.131681,0.285349,0.873171,0.997346,0.505703,0.042993,1.359239,0.22654,0.246652,1,0,0,0,0,0,0
1,0,0.141563,0.087156,0.188153,0.529913,0.857549,0.981464,0.298246,0.078689,0.036066,0.954098,0.326711,0.913907,0.081678,0.004415,0,0,0,0
2,0.01,1.001875,0.048681,0.528588,0.037005,0.35443,0.998027,0.448276,0,0,0.025265,0,0.999376,0.000624,0,0,0,0,0
3,1,1.010938,0,0,0.000904,0.119006,0.221607,1,0,0,0,0,0,0,1,0,0,0,1
1,0.02,1.0125,0.02907,0.206781,0.11209,0.755707,0.996713,0.75,0.280747,0.040996,0.422418,0.405247,0.991358,0.008642,0,0,0,0,0
5,0.91,1.01375,0,0,0.001353,0.509547,0.645598,0.97671,0.904881,2.302879,0.072278,0.014797,0,0,0,0,1,0,1
1,0.03,0.3675,0.064903,0.119427,0.56282,0.961206,0.993761,0.339535,0.015837,0.180995,0.487557,0.248299,0.97534,0.015306,0.006803,0,0,0.002551,0
3,1,1.010938,0,0,0.000904,0.119006,0.221607,1,0,0,0,0,0,0,1,0,0,0,1
1,0,1.005625,0.824749,0.016423,0.407446,0.949953,0.997763,0.474227,0.346843,0.013195,0.649859,0.340584,0.944065,0.055314,0.000311,0,0,0.000311,0
1,0.02,0.614062,0.009846,0.940715,0.219922,0.705863,0.994254,0.177358,0.508353,0.391408,0.365155,0.786768,0.800509,0.199491,0,0,0,0,0
1,0,0.849688,0.285056,0.340825,0.484171,0.976452,0.996731,0.317825,0.234347,1.09034,0.929338,0.177639,0.987863,0.008827,0,0.00331,0,0,0
3,1,1.010938,0,0,0.000904,0.119006,0.221607,1,0,0,0,0,0,0,1,0,0,0,1
5,0.71,1.015313,0.42284,0.103661,0,0.327364,0.989441,0.999951,1,0.000308,0.953832,0,0,0,0,0,1,0,1
1,0.058571,1.014063,0,0,0.397268,0.946427,0.985688,0.661538,0.850442,1.378314,0.355201,0.093374,0.270262,0.094299,0.05208,0.559938,0,0.023421,0
3,1,1.010938,0,0,0.000904,0.119006,0.221607,1,0,0,0,0,0,0,1,0,0,0,1
2,0,1.00125,0,0.820967,0.022085,0.18964,0.792925,0.476181,0.918118,2.221254,1.047038,0.820849,0,0.984395,0,0,0,0.015605,0
3,1,1.010938,0,0,0.000904,0.119006,0.221607,1,0,0,0,0,0,0,1,0,0,0,1
1,0.03,0.316875,0.493285,0.007938,0.47281,0.979021,0.993712,0.477745,0.682482,1.600365,0.624088,0.459566,0.677515,0.17357,0,0.148915,0,0,0
1,0,0.9775,0.000185,0.028237,0.226922,0.815998,0.994042,0.636656,0.094586,0.238332,0.620411,0.486253,0.988171,0.00032,0,0.01087,0,0.000639,0
3,0.07,0.825625,0.011257,0.608978,0.518408,0.952859,0.995656,0.63135,0.327601,1.042132,0.735598,0.119606,0.541257,0.395534,0.045042,0.014762,0,0.003407,0
3,1,1.010938,0,0,0.000904,0.119006,0.221607,1,0,0,0,0,0,0,1,0,0,0,1
2,0,0.454688,0.363517,0.959276,0.248723,0.873552,0.994704,0.205593,0.285598,0.003255,0.45891,0.155326,0.175945,0.824055,0,0,0,0,0
1,0,1.003125,0,0.275598,0.076452,0.386941,0.980628,0.188708,0.413434,0.323994,0.628951,0.13271,0.958879,0.041121,0,0,0,0,0
1,0,0.984688,0.571887,0.998338,0.349526,0.881072,0.997686,0.607252,0.072929,0.155776,0.191365,0.456046,0.733101,0.241511,0.023485,0.001269,0,0.000635,0
5,1,1.015313,0.42284,0.103661,0,0.327364,0.989441,0.999951,1,0.000308,0.953832,0,0,0,0,0,1,0,1
2,0,1.000938,0.000591,0.027648,0.041963,0.552573,0.988673,0.957905,0.030018,0.001344,0.580645,0.303153,0.481424,0.518576,0,0,0,0,0
1,0.02,1.004687,0,0.850162,0.276277,0.807613,0.996462,0.678205,0.181199,0.532698,0.322888,0.54339,0.359876,0.571384,0.06874,0,0,0,0
