@relation metaDMTraining

@attribute textProbability numeric
@attribute deviceType {1,2,3,4,5,6}
@attribute isReply {0,1}
@attribute isRetweet {0,1}
@attribute hashtagDensity numeric
@attribute urlDensity numeric
@attribute mentionDensity numeric
@attribute accountRep numeric
@attribute statusesPerDay numeric
@attribute favoritesPerDay numeric
@attribute class_attr {0,1}

@data
0.07,1,0,0,0,0.052632,0,0.651981,2.158314,2.081435,0
0,1,1,0,0,0,0.2,0.462371,33.47651,14.604027,0
0.03,3,0,0,0.117647,0.058824,0,0.427045,14.659772,0.194722,0
0.01,3,0,0,0,0.055556,0,0.501629,0.222081,0.338832,0
0.03,1,0,0,0.125,0,0,0.133333,0.236983,0.242323,0
0.94,5,1,0,0,0.1,0.1,0.999945,279.843305,0.001709,1
0.02,1,0,0,0.117647,0.058824,0,0.19281,2.431912,2.41403,0
1,3,0,0,0,0,0,0.419355,12.583113,0.010114,1
0.04,2,1,0,0,0,0.052632,0.397149,4.271213,3.637737,0
0,1,0,0,0.4,0,0,0.768528,53.27673,66.920755,0
0.03,2,0,0,0.0625,0.125,0.0625,0.425321,0.431303,0.120751,0
1,3,0,0,0,0,0,0.269231,73.869301,0.00304,1
0.01,1,0,0,0,0,0,0.361212,1.033824,5.035294,0
1,3,0,0,0,0,0,1,217.877942,0,1
0.02,1,0,0,0.25,0,0,0.671784,7.823506,0.214343,0
0.04,1,0,0,0.058824,0.058824,0.117647,0.545117,4.622667,0.285778,0
0.01,1,1,0,0,0,0.142857,0.805924,71.690063,36.853312,0
0.03,3,0,0,0.25,0.083333,0,0.15608,3.040307,3.640435,0
0,1,0,0,0,0,0,0.450711,18.251784,1.159531,0
0,1,0,0,0.142857,0,0.142857,0.978154,5.585956,3.216303,0
0,1,1,0,0,0,0.333333,0.606579,23.669705,6.055049,0
0.02,2,1,0,0,0,0.272727,0.80819,29.877551,106.583673,0
1,5,0,0,0.083333,0.083333,0,0.975897,138.090976,0.002219,1
0.01,1,1,0,0,0,0.090909,0.634615,1.167227,1.439692,0
0.04,2,0,0,0,0.076923,0,0.993197,0.099965,0.095019,0
0,1,1,0,0,0,0.166667,0.291483,5.806034,2.304418,0
1,5,0,0,0,0.090909,0,0.998282,57.791045,7.783582,1
0.97,5,1,0,0,0.1,0.1,0.999945,277.386156,0.001716,1
0.01,2,1,0,0,0,0.125,0.573789,11.746936,7.623648,0
0.01,1,1,0,0,0,0.153846,0.316119,31.382979,169.539007,0
0,1,0,0,0.15,0,0,0.387171,5.110219,5.91477,0
0.03,1,1,0,0,0,0.043478,0.469464,23.049908,11.571165,0
1,3,0,0,0,0,0,1,213.4967,0,1
0.01,1,0,0,0,0.133333,0,0.473684,0.120206,0.115065,0
1,3,0,0,0,0,0,0.741935,10.593493,0,1
0,1,1,0,0,0,0.136364,0.923391,4.808326,9.367683,0
1,5,1,0,0,0.142857,0.142857,0.999945,277.461407,0.001715,1
0.9,5,1,0,0,0.1,0.1,0.999945,280.393508,0.001708,1
0.01,2,0,0,0,0,0,0.380868,4.750607,1.605668,0
0,1,1,0,0,0,0.25,0.926922,6.439842,0.204142,0
0.12,3,0,0,0,0.111111,0,0.231039,0.263839,0.483825,0
0,1,0,0,0,0.043478,0,0.684798,46.326902,41.766345,0
0.02,2,1,0,0.0625,0,0,0.374807,4.167867,6.910663,0
0,1,0,0,0,0.090909,0,0.361955,8.559642,16.749006,0
0,1,1,0,0,0,0.04,0.699815,39.965909,11.84053,0
1,5,1,0,0,0.083333,0.083333,0.999945,277.868,0.001714,1
0,1,1,0,0,0.25,0.5,0.626459,1.150289,1.418112,0
0,1,0,0,0,0,0,0.439695,10.051525,8.3796,0
0.02,2,0,0,0,0.05,0,0.956133,1.719637,4.4563,0
0.01,2,0,0,0,0,0,0.506944,7.656388,47.378855,0
0.05,2,1,0,0.05,0.05,0,0.491912,0.336717,0.378369,0
0.02,1,1,0,0,0.166667,0.166667,0.201278,0.683942,0.274088,0
0,1,0,0,0.055556,0.055556,0.111111,0.545358,4.615111,0.285778,0
0.95,5,1,0,0,0.1,0.1,0.999945,278.322102,0.001713,1
0.04,1,1,0,0,0.076923,0,0.65018,2.162301,2.082005,0
0,1,1,0,0,0,0.6,0.826378,163.16155,75.131579,0
0,1,0,0,0.055556,0.055556,0.111111,0.545358,4.612889,0.285778,0
0,1,0,0,0,0.25,0,0.899618,42.430145,32.797268,0
0,1,1,0,0,0,0.2,0.769936,2.044799,2.146617,0
0,1,0,0,0,0,0,0.088235,0.103217,0.010724,0
0.02,2,0,0,0,0,0,0.487536,4.960567,1.223452,0
0.19,2,0,0,0,0,0,0.272727,42.315563,0.00172,0
0.02,1,0,0,0,0.052632,0,0.379747,1.322212,0.154022,0
0,1,1,0,0,0,0.25,0.533333,2.084525,2.856957,0
0.01,1,0,0,0,0,0,0.392739,5.547826,2.991304,0
0,2,0,0,0,0.142857,0,0.275348,1.183673,0.015038,0
0,1,0,0,0,0.25,0,0.437406,5.593152,4.17673,0
0.75,5,1,0,0,0.083333,0.083333,0.999945,277.148254,0.001717,1
0.01,3,0,0,0.533333,0.066667,0,0.396739,0.21676,0.050279,0
0,1,0,0,0.0625,0,0,0.448276,1.89891,0.142857,0
0,1,1,0,0,0,0.076923,0.908784,3.75027,0.162162,0
0.02,3,0,0,0.117647,0.058824,0,0.869412,3.1327,4.916579,0
0.01,1,1,0,0,0,0.333333,0.491071,0.598644,0.347719,0
0,1,1,0,0.111111,0,0.111111,0.251346,7.889774,0.029216,0
0.08,1,0,0,0,0.058824,0.058824,0.316406,0.556139,0.076165,0
1,5,1,0,0,0.142857,0.142857,0.999945,279.185967,0.001711,1
0,2,0,0,0.25,0,0,1,87.959718,0.020141,0
0,1,1,0,0,0,0.166667,0.325581,18.235866,9.956714,0
0,1,0,0,0,0,0,0.93116,19.891159,10.367031,0
0,1,1,0,0,0,0.043478,0.261204,6.642857,3.707283,0
0.01,1,0,0,0,0,0.230769,0,0.017857,0.021684,0
0,2,0,0,0,0,0,0.153912,8.469749,4.741761,0
1,3,0,0,0,0,0,1,218.650438,0,1
0.01,1,0,0,0.166667,0.055556,0.111111,0.940359,3.040816,2.888484,0
0.01,1,0,0,0.125,0,0,0.185507,6.050549,12.874725,0
0.01,1,0,0,0,0,0,0.426941,0.290891,0.042275,0
0.02,1,0,0,0.071429,0,0,0.644494,2.150997,2.078063,0
0,2,0,0,0,0,0,0.637759,78.960193,0.001206,0
1,3,0,0,0,0,0,1,217.771084,0,1
0.99,5,1,0,0,0.1,0.1,0.999945,281.088737,0.001706,1
0,1,1,0,0,0,0.142857,0.809766,72.096774,37.38395,0
0.01,2,1,0,0,0,0.095238,0.405737,28.107458,108.980754,0
0,1,1,0,0,0,0.1,0.870804,21.428971,10.737929,0
0.98,5,0,0,0.071429,0.071429,0,0.994709,35.105828,0,1
1,3,0,0,0,0,0,1,218.324028,0,1
0.01,1,1,0,0,0,0.052632,0.236712,1.734476,1.257646,0
0,1,1,0,0,0,0.25,0.290141,48.12,0.36,0
0.06,1,0,0,0,0.111111,0,0.504782,0.788072,0.326441,0
0,2,1,0,0,0,0.125,0.978222,11.537156,0.244656,0
0,2,1,0,0,0,0.181818,0.446429,1.10347,1.102208,0
0,2,1,0,0.090909,0,0.818182,0.673333,94.582803,0.56051,0
0.01,2,0,0,0,0,0,0.523737,3.459192,0.708986,0
0.01,2,0,0,0.166667,0.055556,0.055556,0.250417,0.548295,0.694602,0
0.01,3,0,0,0,0.058824,0,0.527363,5.019751,0.393278,0
0.06,1,0,0,0.058824,0,0,0.53288,0.917153,0.163361,0
0.95,5,1,0,0,0.111111,0.111111,0.999945,278.070286,0.001714,1
0,1,1,0,0,0.111111,0.888889,0.31383,3.477273,33.829545,0
1,3,0,0,0,0,0,1,212.686674,0,1
0,1,0,0,0,0,0,0.804802,71.556433,36.711129,0
0,2,1,0,0,0,0.125,0.354381,1.216808,1.356638,0
0,1,0,0,0,0.5,0,0.533912,10.924782,1.128997,0
0,1,1,0,0,0,0.041667,0.297039,24.30911,0.759468,0
0,1,1,0,0,0,0.333333,0.46288,2.582977,5.41916,0
0.1,1,0,0,0,0,0,0.862823,2.795004,0.300842,0
0,1,1,0,0,0,0.5,0.406302,3.830031,1.077164,0
0,1,1,0,0,0,0.333333,0.722756,56.52967,53.549451,0
0.01,1,1,0,0,0.058824,0.235294,0.352941,3.089655,0.342529,0
0,1,1,0,0,0,0.222222,0.148396,23.544803,12.193548,0
0,1,1,0,0,0,0.5,0.520721,5.362463,2.33714,0
0,1,1,0,0,0,0.666667,0.519531,12.093458,5.373832,0
0,2,0,0,0,0,0,0.304348,42.279931,0.001723,1
0.98,5,1,0,0,0.083333,0.083333,0.999945,279.155163,0.001711,1
0.02,1,1,0,0,0.045455,0.045455,0.434636,84.709619,12.160799,0
0.03,1,1,0,0,0,0.1,0.534435,2.143041,2.947165,0
0,1,1,0,0,0,0,0.809792,72.178459,37.477201,0
0.01,3,0,0,0.375,0.125,0,0.455847,3.289317,0.001327,0
0,2,1,0,0,0,0.5,0.801949,47.965915,13.541353,0
0.01,1,0,0,0,0.1,0,0.435385,10.078174,8.487408,0
0,1,1,0,0,0,0.076923,0.501961,3.685083,0.486188,0
0.95,5,1,0,0,0.1,0.1,0.999945,278.173615,0.001713,1
0.01,1,1,0,0,0,0.071429,0.345238,18.213339,9.94523,0
0,1,1,0,0,0,0.166667,0.374723,2.243911,0.472644,0
0.03,2,1,0,0,0,0.125,0.475891,2.457855,0.041156,0
0.93,5,0,0,0,0.083333,0,0.975882,138.038433,0.002217,1
0,2,1,0,0.090909,0,0.818182,0.677852,92.645367,0.559105,0
0.04,1,0,0,0.071429,0,0.285714,0.974256,0.830305,0.488009,0
0,1,1,0,0.214286,0,0.071429,0.462532,0.717711,0.180201,0
0.53,3,0,0,0,0.125,0.125,0.319018,1.560525,0.348598,1
0,1,1,0,0,0,0.055556,0.521893,67.642857,27.79011,0
0,1,1,0,0,0,0.2,0.421687,5.986767,25.649338,0
1,3,0,0,0,0,0,1,217.806134,0,1
1,3,0,0,0,0,0,1,218.250684,0,1
0,1,0,0,0,0,0,0.293501,7.175824,3.173626,0
0.64,3,0,0,0,0.2,0,0.232534,0.707465,0.005716,1
0,2,1,0,0,0,0.5,0.6368,160.885635,123.842399,0
0.01,1,0,0,0.142857,0,0.142857,0.281768,0.770163,0.585662,0
0.01,1,0,0,0,0,0,0.75914,29.483146,0.507865,0
0.02,1,1,0,0.076923,0,0.153846,0.165533,1.216192,1.838078,0
1,3,0,0,0,0,0,1,214.365585,0,1
0.01,1,1,0,0,0,0.1,0.543962,35.832489,1.931646,0
0.02,3,0,0,0.727273,0.090909,0,0.371482,13.699754,0.004423,0
0.01,2,1,0,0,0,0.133333,0.515415,28.265387,0.229814,0
1,3,0,0,0,0,0,0.789474,10.04532,0.000985,1
0,3,0,0,0.333333,0.083333,0.083333,0.996033,12.207039,0.26432,0
0,1,1,0,0,0,0.166667,0.986151,1.642126,1.666992,0
0.02,2,1,0,0,0,0.0625,0.744326,73.758744,76.757673,0
1,3,0,0,0,0,0,1,216.839452,0,1
1,3,0,0,0,0,0,1,217.343921,0,1
0.8,5,1,0,0,0.1,0.1,0.999945,278.189143,0.001714,1
0,1,0,0,0.076923,0,0.153846,0.242457,0.676471,0.346908,0
0.93,5,1,0,0,0.125,0.125,0.999945,277.456522,0.001716,1
0.05,3,0,0,0.066667,0.066667,0,0.795031,0.451406,0,0
0.01,1,0,0,0.15,0.05,0,0.484642,0.876759,1.966311,0
0.02,4,0,0,0,0.045455,0,0.503592,496.661084,0,1
0,1,0,0,0,0,0.125,0.39823,1.772138,6.888769,0
1,3,0,0,0,0,0,1,214.686264,0,1
0.05,1,0,0,0,0.055556,0.055556,0.506792,189.958075,45.104037,0
0.01,2,1,0,0,0,0.083333,0.129464,0.134375,0.1,0
0.01,1,1,0,0,0,0.083333,0.820777,25.909294,23.339033,0
0.94,5,1,0,0,0.083333,0,0.975897,137.868986,0.002221,1
0.93,5,0,0,0,0.076923,0,0.975995,138.550405,0.002208,1
0.02,1,1,0,0,0,0.166667,0.475348,39.667382,5.516094,0
0.03,2,0,0,0,0.111111,0,0.594343,0.797075,0.324497,0
0.89,5,0,0,0.294118,0.058824,0,0.997124,0.853556,0,1
1,3,0,0,0,0,0,1,213.691419,0,1
0,1,1,0,0,0,0.25,0.769547,52.955919,66.482997,0
0,1,0,0,0,0.041667,0,0.359894,8.489298,16.520159,0
0,1,1,0,0,0,0.2,0.289773,48.352941,0.352941,0
0.04,1,1,0,0,0.045455,0.090909,0.755793,90.210762,34.979073,0
0,1,0,0,0,0.25,0.25,0.427415,0.57346,0.877506,0
0,1,0,0,0,0.5,0,0.151139,0.960322,0.106014,0
0,3,0,0,0.363636,0.090909,0,0.20398,0.218957,0.012491,0
0.17,2,0,0,0,0.142857,0,0.511811,1.936556,3.814955,0
0.01,2,1,0,0,0,0.071429,0.3125,0.005181,0,0
0,1,0,0,0,0,0,0.841583,6.035186,0.587262,0
1,3,0,0,0,0,0,1,216.599781,0,1
1,3,0,0,0,0,0,1,214.344695,0,1
0.01,1,1,0,0,0,0.214286,0.412174,1.418157,2.507156,0
1,3,0,0,0,0,0,1,215.243273,0,1
1,3,0,0,0,0,0,1,216.418311,0,1
0.04,3,0,0,0.166667,0.166667,0,0.668142,15.707098,0.539002,1
1,3,0,0,0,0,0,1,216.949041,0,1
0,1,1,0,0,0,0.0625,0.704167,7.122222,14.872222,0
0,1,1,0,0,0,0.142857,0.637004,159.20979,121.560839,0
0.03,1,0,0,0,0,0,0.396409,9.475686,3.014925,0
0,1,1,0,0,0,0.2,0.809402,71.804571,36.994484,0
1,3,0,0,0,0,0,1,215.183315,0,1
0.01,1,0,0,0,0,0,0.41063,25.898361,0.931148,0
1,3,0,0,0,0,0,1,214.83251,0,1
1,5,1,0,0,0.142857,0.142857,0.999945,280.492886,0.001707,1
0.02,1,0,0,0,0,0,0.293578,3.377778,0.92,0
0.07,2,1,0,0,0.045455,0.045455,0.47486,1.696234,0.02023,0
0,1,1,0,0,0,0.090909,0.8125,60.915593,4.916008,0
0.54,5,1,0,0.125,0.0625,0,0.975897,137.917098,0.002221,1
0,1,1,0,0,0,0.333333,0.468085,3.261303,6.722321,0
0.02,1,0,0,0,0,0,0.48855,8.205212,4.127036,0
0.01,1,0,0,0.142857,0,0,0.133333,0.23765,0.242323,0
0.05,3,0,0,0,0.083333,0,0.336041,2.814206,0.096921,1
0,1,1,0,0,0,0.125,0.963814,2.490299,0.601493,0
0.03,2,0,0,0,0,0,0.272727,42.635506,0.001715,0
0.02,1,0,0,0,0.142857,0,0.769792,51.905756,65.149905,0
0.99,5,1,0,0,0.083333,0.083333,0.999945,278.290286,0.001714,1
0,1,1,0,0,0,0.08,0.45747,0.916429,1.312143,0
0.67,5,0,0,0.071429,0.071429,0,0.975911,137.922337,0.002219,1
0.01,1,1,0,0,0,0.142857,0.465891,3.269463,6.749733,0
0.07,1,0,0,0,0.071429,0.071429,0.289614,5.154947,2.374125,0
0,2,1,0,0,0,0,0.801485,48.083584,13.598599,0
0,1,1,0,0,0,0.25,0.295051,7.743781,5.975124,0
0.03,1,0,0,0,0,0.043478,0.467914,68.810811,24.304054,0
0,1,0,0,0.142857,0,0,0.769874,51.475617,64.665611,0
0.03,2,0,0,0.047619,0,0.047619,0.466971,0.42801,0.542337,0
0.08,2,0,0,0,0,0,0.505119,5.193889,1.265556,0
0.01,1,1,0,0,0,0.083333,0.817021,39.836917,2.181961,0
0,2,1,0,0.090909,0,0.818182,0.673333,94.806349,0.55873,0
0.11,1,0,0,0,0,0,0.262872,6.604782,3.722925,0
0,2,1,0,0,0,0.142857,0.301898,9.679254,10.235431,0
0.04,2,0,0,0.1,0.05,0,0.794698,0.906618,0.430775,0
0,1,1,0,0,0,0.666667,0.766637,23.376025,20.310451,0
0.01,1,1,0,0,0,0.083333,0.699446,39.984476,11.863688,0
0.02,1,0,0,0.214286,0,0,0.380576,12.235647,14.971722,0
1,3,0,0,0,0,0,1,217.80011,0,1
0.02,1,0,0,0,0.1,0,0.237781,9.938224,9.416023,0
0.01,1,1,0,0,0,0.142857,0.378727,4.728525,1.600486,0
1,5,0,0,0.083333,0.083333,0,0.975882,138.132299,0.002217,1
0.01,3,0,0,0.384615,0.076923,0,0.34981,4.157274,0.066667,0
0.07,3,0,0,0,0.0625,0,0.924128,1.732414,0.051806,0
0,1,1,0,0,0,0.058824,0.588741,25.284279,9,0
1,5,1,0,0,0.111111,0.111111,0.999945,279.135197,0.001711,1
0.96,5,1,0,0,0.125,0.125,0.999945,280.399772,0.001708,1
0,1,1,0,0,0,0.333333,0.812264,60.907277,4.912682,0
1,3,0,0,0,0,0,1,216.48136,0,1
0.02,3,0,0,0,0.055556,0,0.570131,21.629349,3.240785,0
0,1,1,0,0,0,0.333333,0.289773,48.372549,0.352941,0
0.05,1,0,0,0,0,0.0625,0.382819,4.809871,1.62055,0
0,1,0,0,0.277778,0.055556,0,0.231047,2.079585,1.49308,0
0.02,2,1,0,0,0,0.117647,0.474923,9.592413,0.096045,0
0,1,1,0,0,0,0.285714,0.513912,4.754469,0.838015,0
0,1,0,0,0,0,0,0.501961,3.67313,0.476454,0
0,1,1,0,0,0,0.25,0.346939,0.310121,0.181377,0
0.01,2,0,0,0,0,0,0.304348,42.739503,0.001714,0
1,3,0,0,0,0,0,1,212.911344,0,1
0.01,1,0,0,0,0.076923,0,0.736398,44.031156,52.370854,0
0.93,5,0,0,0,0.083333,0,0.975897,137.860741,0.002222,1
0.07,1,0,0,0,0,0,0.297143,0.462932,0.418703,0
1,3,0,0,0,0,0,1,213.085305,0,1
0,1,0,0,0,0,0,0.479905,2.994821,1.757639,0
0,1,0,0,0,0.083333,0,0.195652,4.557471,24.287356,0
0.01,1,0,0,0,0.052632,0,0.320765,1.059783,1.016722,0
1,3,0,0,0,0,0,1,214.632967,0,1
0.81,5,1,0,0,0.066667,0.066667,0.999945,279.95672,0.001708,1
0.03,1,0,0,0,0.083333,0,0.694641,1.65761,0.686998,0
1,3,0,0,0,0,0,1,217.352683,0,1
0,2,1,0,0,0,0.15,0.476437,294.144798,132.820807,0
1,3,0,0,0,0,0,1,214.808896,0,1
0.04,1,0,0,0.095238,0,0,0.441744,0.380823,0.21981,0
0.01,1,0,0,0,0.076923,0,0.648557,3.799273,2.629428,0
0.07,3,0,0,0.4,0.066667,0,0.629313,1.153028,0.326399,0
1,3,0,0,0,0,0,1,214.491209,0,1
0,2,0,0,0,0,0,0.187327,1.766234,1.834416,0
0,1,0,0,0,0,0,0.1697,45.889831,0.101695,0
0,1,1,0,0,0,0.0625,0.610098,6.108704,1.883694,0
0.99,5,1,0,0,0.125,0.125,0.999945,277.452517,0.001716,1
0,2,1,0,0,0,0.111111,0.940674,78.21814,148.738232,0
0.01,1,0,0,0.2,0,0,0.671401,5.829132,1.188796,0
0,1,1,0,0,0.05,0.05,0.222623,48.162698,2.412698,0
0.02,1,0,0,0,0,0,0.486135,10.764814,4.174099,0
0.01,1,0,0,0.166667,0.166667,0,0.133333,0.254339,0.242323,0
1,3,0,0,0,0,0,1,218.483853,0,1
0.01,1,1,0,0,0,0.125,0.609682,4.69,0.159231,0
0.04,1,0,0,0.277778,0.055556,0,0.34447,0.700352,1.267606,0
0,3,0,0,0.727273,0.090909,0,0.629938,2.84096,0.037388,0
0.04,1,1,0,0,0,0.083333,0.422339,0.355088,0.658186,0
0.02,1,1,0,0,0,0.066667,0.797986,16.594663,13.209657,0
0.97,5,1,0,0,0.125,0.125,0.999945,278.900685,0.001712,1
0,3,0,0,0.333333,0.055556,0,0.564565,0.97197,1.642321,0
0.06,3,0,0,0.181818,0.090909,0.090909,0.872935,0.069955,0,0
0.01,1,1,0,0,0,0.035714,0.480334,4.933858,3.498031,0
1,5,1,0,0,0.125,0.125,0.999945,279.294353,0.001711,1
0.04,2,1,0,0,0.111111,0.111111,0.180328,1.602326,1.004651,0
0,2,0,0,0.352941,0.058824,0,0.386975,9.830724,1.910812,0
0,2,1,0,0,0,0.111111,0.847299,13.473493,0.96641,0
0,1,0,0,0.166667,0,0,0.070064,2.193878,1.091837,0
1,5,1,0,0,0.111111,0.111111,0.999945,277.232398,0.001717,1
0.02,3,0,0,0,0.071429,0,0.591519,11.310874,7.662687,0
0,2,1,0,0.090909,0,0.818182,0.673333,92.246795,0.560897,0
0.01,2,0,0,0,0,0,0.255662,239.465156,104.653258,0
0,1,0,0,0,0,0,0.721842,15.984894,13.69713,0
0,1,1,0,0,0,0.333333,0.495712,7.3734,1.480801,0
0,3,0,0,0,0.055556,0,0.318841,11.738028,0.255986,0
1,3,0,0,0,0,0,1,216.283443,0,1
0.03,1,0,0,0.15,0,0,0.246914,0.571161,0.384831,0
0,1,1,0,0,0,0.037037,0.823176,39.859162,2.236126,0
0.06,1,0,0,0,0.076923,0,0.316727,24.871701,6.288672,0
0,1,1,0,0,0,0.142857,0.519802,27.549257,5.707249,0
1,3,0,0,0,0,0,1,217.241512,0,1
0.02,1,0,0,0,0,0.043478,0.995161,62.338552,55.176125,0
0.02,1,0,0,0,0,0,0.492958,23.098271,1.118515,0
0.01,1,1,0,0,0,0.0625,0.503906,3.687845,0.487109,0
1,3,0,0,0,0,0,1,216.65863,0,1
0.12,3,0,0,0,0.052632,0,0.957179,2.17355,0.774165,0
1,3,0,0,0,0,0,1,213.725124,0,1
0,1,0,0,0.428571,0,0,0.974259,0.831759,0.488372,0
0,2,1,0,0,0,0.0625,0.460674,3.504065,0.63969,0
0.01,1,0,0,0,0.142857,0.142857,0.410014,25.954694,0.946507,0
0.16,2,0,0,0.2,0.133333,0,0.28479,3.141833,0.015139,0
1,5,1,0,0,0.1,0.1,0.999945,277.766152,0.001715,1
0,2,1,0,0,0,0.052632,0.255319,3.824468,7.816785,0
0,1,1,0,0,0,0.25,0.715789,12.360382,49.856802,0
0.98,5,1,0,0,0.125,0.125,0.999945,281.040956,0.001706,1
0,1,1,0,0,0,0.043478,0.220668,48.20082,2.45082,0
0,2,0,0,0,0,0,0.272727,42.374033,0.00172,0
0.01,1,0,0,0,0,0.166667,0.946832,141.699667,1.795341,0
1,3,0,0,0,0,0,1,217.93815,0,1
0.98,5,0,0,0,0,0,0.298611,9.945828,0,1
0.06,3,0,0,0.176471,0.058824,0,0.424138,2.484716,0.102788,0
1,3,0,0,0,0,0,1,212.867291,0,1
0.03,1,1,0,0,0,0,0.610607,21.717905,18.076001,0
0.01,3,0,0,0.25,0.125,0,0.42285,23.936303,7.54413,0
1,5,1,0,0,0.142857,0.142857,0.999945,277.794168,0.001715,1
0,1,0,0,0.055556,0.055556,0.111111,0.545358,4.586222,0.285778,0
0.01,1,1,0,0,0,0.052632,0.699336,39.883314,11.708476,0
0.01,1,0,0,0.166667,0.041667,0,0.074074,0.10224,0.895813,0
0.01,2,1,0,0,0,0.111111,0.718291,15.80404,5.869697,0
0,1,0,0,0,0,0,0.17268,10.32243,14.785047,0
0,2,0,0,0,0,0,0.545636,2.440937,2.536585,0
0,3,0,0,0.058824,0.058824,0,0.463542,3.516892,0.570946,0
1,3,0,0,0,0,0,1,212.916346,0,1
0,1,0,0,0,0,0,0.492119,23.115643,1.132885,0
0,1,1,0,0.111111,0,0.111111,0.251346,7.87251,0.029216,0
0.93,5,1,0,0,0.1,0.1,0.999945,280.372225,0.001707,1
0.05,3,0,0,0,0.043478,0,0.915789,0.347395,0.471464,0
0,1,1,0,0,0,0.333333,0.747345,4.401985,3.512584,0
0,2,1,0,0,0,0.25,0.515415,28.257482,0.229814,0
0.01,1,0,0,0,0,0,0.323232,0.575492,0.015755,0
0.06,2,1,0,0,0,0.086957,0.745738,74.620235,77.762024,0
0.01,1,0,0,0,0,0,0.468254,3.596031,6.902906,0
0,2,1,0,0,0,0.052632,0.539953,2.188513,0.317829,0
0.03,1,0,0,0,0,0.153846,0.57631,0.444266,0.185513,0
0,1,0,0,0,0,0,0.492958,23.094053,1.116407,0
0.02,1,0,0,0.076923,0,0.076923,0.222222,0.496906,0.431931,0
0.02,2,0,0,0,0,0,0.734177,1.406522,16.967391,0
0.04,1,0,0,0.25,0.05,0,0.517094,0.500776,0.049664,0
0,1,1,0,0.125,0,0.25,0.345697,10.402957,6.64695,0
0.97,5,1,0,0,0.125,0.125,0.999945,280.432232,0.001708,1
0.06,1,1,0,0,0,0.038462,0.262872,6.623066,3.722925,0
0,2,1,0,0.090909,0,0.818182,0.675497,93.217252,0.559105,0
1,3,0,0,0,0,0,1,217.295181,0,1
0,1,1,0,0,0,0.111111,0.539575,42.04734,1.312234,0
0,2,1,0,0,0,0.111111,0.255319,0.347985,0.304029,0
0,1,0,0,0,0,0,0.235579,0.89354,1.352972,0
0.03,1,0,0,0,0,0,0.632576,6.403226,0.274895,0
1,3,0,0,0,0,0,1,218.159278,0,1
0.8,5,1,0,0,0.111111,0.111111,0.999945,279.00057,0.001711,1
0,2,0,0,0.352941,0,0.058824,0.164751,0.683908,0.189655,0
0.99,5,1,0,0,0.125,0.125,0.999945,280.736064,0.001706,1
0,1,1,0,0,0,0.090909,0.549634,8.546237,7.965233,0
0.02,1,0,0,0,0,0,0.263918,0.417989,0.058201,0
1,3,0,0,0,0,0,1,213.751375,0,1
0.01,1,0,0,0,0,0,0.488943,1.19594,0.296034,0
0,1,0,0,0.176471,0.058824,0.058824,0.506792,190.002329,45.109472,0
0,1,0,0,0,0,0,0.488592,7.04607,1.378049,0
0,1,1,0,0,0,0.166667,0.994256,2.660428,2.2041,0
1,3,0,0,0,0,0,1,218.647155,0,1
0.66,5,0,0,0.1875,0.0625,0,0.595082,0.039871,0,1
0,1,0,0,0,0,0,0.404444,2.257618,5.119114,0
0,1,0,0,0.333333,0,0,0.592034,4.131439,3.741563,0
0.02,2,1,0,0,0,0.125,0.26087,3.688427,7.715134,0
0.01,2,0,0,0,0,0,0.872912,6.935461,1.521631,0
0.08,3,0,0,0,0.071429,0,0.316843,1.707692,0.05641,0
0,1,1,0,0,0,0.0625,0.467442,3.267165,6.743152,0
1,3,0,0,0,0,0,1,214.792422,0,1
0.98,5,1,0,0,0.083333,0.083333,0.999945,279.065602,0.001711,1
0.82,5,1,0,0,0.090909,0.090909,0.999945,279.353679,0.001711,1
0.02,1,0,0,0.071429,0,0,0.464187,38,8.846154,0
1,3,0,0,0,0,0,1,216.150768,0,1
0,1,0,0,0,0.25,0,0.635074,161.942897,124.700557,0
0.02,2,1,0,0,0,0.166667,0.31992,1.221713,8.498855,0
0.07,1,0,0,0,0.045455,0.045455,0.375,2.312588,0.550633,0
0.01,2,0,0,0.052632,0.052632,0,0.719463,0.120571,0.137143,0
0.08,4,0,0,0.052632,0.052632,0,0.528728,189.226603,0,1
0.02,1,1,0,0,0,0.037037,0.528125,50.480747,32.413069,0
0,1,0,0,0,0,0,0.887476,9.269149,10.428723,0
1,3,0,0,0,0,0,1,218.188834,0,1
0,3,0,0,0,0.047619,0,0.226131,0.691239,0.225427,0
0,1,0,0,0,0,0,0.362319,1.19975,1.040701,0
1,5,1,0,0,0.125,0.125,0.999945,279.45268,0.00171,1
0,2,1,0,0,0,0.25,0.538949,42.924225,0.076923,0
1,3,0,0,0,0,0,1,217.233425,0,1
1,3,0,0,0.133333,0.066667,0,0.267385,0.796476,0.013664,1
0.01,1,1,0,0,0,0.181818,0.874126,0.613793,0.657011,0
1,3,0,0,0,0,0,1,217.266849,0,1
0,1,0,0,0,0.111111,0,0.271233,6.783088,9.794118,0
0.01,1,0,0,0,0,0.043478,0.390228,7.193686,0.436062,0
0.05,3,0,0,0,0.071429,0,0.606786,5.564721,0.129865,0
1,3,0,0,0,0,0,1,216.976986,0,1
0.02,1,0,0,0,0,0,0.980161,3.863967,0.056421,0
